transaction_id,account_id,timestamp,amount,currency,merchant_category,transaction_type,country
088b5f32-b3f0-40bc-a6ba-7efd0fed0350,ACC0000794,2026-05-13 01:15:38.477612,84.41,USD,Utilities,Deposit,DE
f2baf2a6-1643-4d41-bab5-5df8ca4985bb,ACC0000723,2026-07-26 18:15:40.754894,79.31,USD,ATM Withdrawal,Deposit,AE
4e6e160b-4cac-4c60-a906-352eaef84c24,ACC0002124,2026-06-26 05:57:32.420893,5.65,USD,Fuel,Purchase,US
37ef12a9-39fb-43df-b879-1607a08541d6,ACC0002647,2026-07-18 05:28:45.840020,612.98,USD,Restaurant,Transfer,US
26b7efcf-6337-4a87-a4de-2bc598f5ae49,ACC0000471,2026-06-03 05:12:42.450861,256.92,USD,Grocery,Withdrawal,PK
93660ce6-806e-45a0-bc07-0d0865469b78,ACC0000977,2026-07-27 01:39:19.203243,33.9,USD,Electronics,Purchase,CN
27be0027-1e88-4256-9f2e-de860d13ff63,ACC0001128,2026-05-06 22:24:42.596685,14.55,USD,Restaurant,Deposit,SA
de75c720-4ecb-4ad3-8e10-ca88fa6ebfe8,ACC0001605,2026-07-22 07:33:04.726109,82.85,USD,Fuel,Transfer,US
b1bd45a3-a0ce-4f77-a126-2c66aa7c1153,ACC0002833,2026-07-06 06:41:47.186010,60.58,USD,Utilities,Transfer,IN
2d7355dd-0541-4c04-aafe-77237d570c6a,ACC0000700,2026-06-06 20:56:39.572541,83.66,USD,Restaurant,Withdrawal,FR
cb557dde-2316-4818-a730-3f54842caa03,ACC0002891,2026-05-01 20:37:40.903030,68.71,USD,ATM Withdrawal,Purchase,AE
3d4f0b47-37c0-49c3-9db5-0a3a24270cf2,ACC0000386,2026-07-24 09:03:17.656010,100.23,USD,Travel,Deposit,CN
55921fde-6d0b-4155-a846-35e741f8d9e8,ACC0001250,2026-05-22 23:05:34.839457,310.06,USD,Restaurant,Withdrawal,GB
be12075d-9a2e-4feb-adcd-74d58dfb5e80,ACC0002791,2026-06-27 14:32:01.893024,107.96,USD,Electronics,Transfer,GB
3486f1b5-10d5-418c-bd38-cffa292192b3,ACC0001360,2026-07-18 07:23:54.614800,15.49,USD,Healthcare,Purchase,GB
6b6a176d-0164-4604-83df-00ac9d90be2a,ACC0002728,2026-07-14 03:52:58.395040,280.08,USD,Healthcare,Withdrawal,NL
6c77c37d-5364-408e-be92-00603060d5ab,ACC0000085,2026-06-07 20:29:59.763265,391.01,USD,Travel,Purchase,AE
2191c8a1-0447-4274-86ed-cfa6ab45b57e,ACC0000699,2026-05-10 07:45:31.149336,2398.19,USD,Grocery,Withdrawal,SA
cfb192a1-4858-4f58-8aeb-1545e60f17d7,ACC0001940,2026-05-17 02:13:47.922882,14.18,USD,ATM Withdrawal,Deposit,PK
c3691842-e9ab-499a-b1bd-e06a56448996,ACC0001013,2026-05-23 07:59:14.418491,73.07,USD,Healthcare,Purchase,US
f6612ba3-530b-4f43-b978-dd20ed28d9f4,ACC0000071,2026-05-27 03:11:41.235941,4.49,USD,ATM Withdrawal,Transfer,AE
d5085c3f-c210-40de-850b-d57d4709e952,ACC0002151,2026-06-15 02:36:18.716694,106.04,USD,Entertainment,Transfer,GB
a1346236-2dd3-4153-ad73-cc4d85f50665,ACC0000384,2026-07-15 17:26:45.618478,28.28,USD,Electronics,Withdrawal,AE
2cab894e-75e5-417c-a825-3b87c93fd5a5,ACC0001853,2026-05-21 18:47:05.683935,549.02,USD,Healthcare,Withdrawal,FR
bdaeef4a-d00e-41fd-88c7-7ce17256b53d,ACC0002717,2026-07-10 18:01:14.079894,21.55,USD,Healthcare,Withdrawal,AE
92ff9c3c-76cd-4d9a-b14a-264abbccc093,ACC0001879,2026-06-02 12:37:49.143879,7.19,USD,Grocery,Withdrawal,FR
6e816564-4a38-4882-a7fe-84c0f70404f6,ACC0002908,2026-06-11 09:47:00.480591,31.02,USD,Online Retail,Deposit,CN
677f234b-3a32-4747-846c-28011fe02ad6,ACC0000461,2026-07-07 07:25:58.297932,5.1,USD,Utilities,Purchase,CN
59247a55-1db3-41f3-95b2-09360edcc827,ACC0000605,2026-06-08 04:04:56.251130,134.47,USD,Fuel,Transfer,DE
8619f48c-661d-447f-aeea-fca37122af84,ACC0001463,2026-07-06 01:31:06.508084,4.58,USD,Healthcare,Transfer,PK
2fbcdfe2-f963-48ad-8001-06592025a5c5,ACC0002365,2026-07-08 21:25:37.582602,56.49,USD,Fuel,Transfer,FR
1453ba5f-f1da-4409-b597-f8949ed0a222,ACC0000365,2026-05-24 18:17:02.234394,4.51,USD,Restaurant,Purchase,NL
c2e54619-a0ea-4004-b143-c5c5c2582780,ACC0001121,2026-06-29 06:35:21.645032,37.18,USD,Entertainment,Transfer,IN
3049106e-9a34-486a-88fe-867fc4071e91,ACC0001086,2026-06-23 06:15:52.090169,392.31,USD,Online Retail,Deposit,FR
1e8dfffc-b17e-4ffd-868d-b87f0434e58a,ACC0002413,2026-07-20 17:19:55.082706,84.16,USD,Fuel,Withdrawal,AE
afc0f46c-e03c-4799-bc93-748343f72059,ACC0000780,2026-06-29 21:12:34.343834,19.37,USD,Grocery,Withdrawal,SA
83c64678-d75d-4bdc-a8c1-aed86bac1824,ACC0002508,2026-05-24 09:16:02.041320,52.59,USD,Electronics,Deposit,NL
acbd26e0-db66-4a74-b290-8bd92bc41040,ACC0002321,2026-06-05 11:47:40.389677,55.79,USD,Online Retail,Purchase,AE
267ad2a9-5ca8-41a2-a2e7-94d281e7c22a,ACC0000034,2026-05-01 12:42:45.546075,96.27,USD,Healthcare,Deposit,GB
32a64dfa-948b-49f1-a297-3397dc0e91a5,ACC0002789,2026-06-06 03:13:16.954592,10.59,USD,Travel,Withdrawal,CN
a9e86d05-78ea-4b3e-8992-b240e8ac233f,ACC0002555,2026-05-11 12:34:34.749684,111.17,USD,Entertainment,Withdrawal,GB
82396490-2ad7-4213-95cc-1a45bdc7ddf4,ACC0001994,2026-05-23 21:06:53.303304,2.13,USD,Utilities,Withdrawal,US
359a695a-9769-4f4e-a655-170a4c747acf,ACC0000063,2026-06-22 18:17:28.810139,25.64,USD,Healthcare,Transfer,PK
69d4c208-1541-4c4b-804e-34ac0d013742,ACC0001159,2026-07-26 16:13:06.911535,30.39,USD,ATM Withdrawal,Purchase,US
bd495745-f10a-4242-bfae-7a0069b28061,ACC0002000,2026-05-28 11:30:14.453110,116.75,USD,Utilities,Deposit,PK
a416ce85-d8f7-43be-98ee-e8e0b791ba84,ACC0001442,2026-05-19 18:20:19.978704,56.1,USD,Grocery,Withdrawal,PK
f95b9609-f45b-401f-a46e-9b04e94c21c2,ACC0000564,2026-05-01 11:19:02.051892,10.11,USD,Online Retail,Transfer,AE
31cef38a-9cb0-421d-9f9d-e52e8f9f0e50,ACC0000352,2026-05-29 01:26:05.295087,16.74,USD,Utilities,Transfer,GB
086e5dd0-549c-43c5-ad72-cf25f2cf468e,ACC0001769,2026-05-05 13:55:12.837814,69.3,USD,ATM Withdrawal,Withdrawal,US
f03fab1c-2ab6-4eea-b9b6-b179c0d3d442,ACC0000896,2026-05-25 17:59:43.281200,49.66,USD,Grocery,Withdrawal,IN
23a5bee4-a61d-4e4f-8804-7068d6a6ff57,ACC0001018,2026-07-02 22:16:20.305908,27.25,USD,Fuel,Deposit,NL
9dd80d7a-792c-4155-9554-4ece1cb5e901,ACC0000401,2026-07-13 06:32:44.417378,30.66,USD,Utilities,Withdrawal,AE
fc3f17b5-b986-49b9-b0f1-d1e34e029381,ACC0000709,2026-06-21 18:10:27.543300,125.89,USD,ATM Withdrawal,Withdrawal,NL
ed8befc2-9821-4318-aea8-7a7cfee52998,ACC0002368,2026-06-25 23:23:19.225800,29.33,USD,Travel,Withdrawal,DE
9dba68ab-5c1f-4de6-903c-cafe1b901e8f,ACC0000555,2026-05-29 10:23:02.669378,49.12,USD,Fuel,Transfer,CN
1c344865-b41a-4f8f-8f65-60161bd7f301,ACC0001233,2026-06-03 20:36:18.249526,737.99,USD,Utilities,Withdrawal,US
24255e9c-8526-4dc8-b289-97feb90e2421,ACC0002321,2026-07-22 12:48:17.082433,9.89,USD,Healthcare,Transfer,CN
7c21809b-7279-4fc8-9440-ae5bddb60257,ACC0001539,2026-04-30 23:25:29.739062,5.92,USD,Fuel,Transfer,US
df1480b2-b6c2-4c09-af0b-2413a32b0206,ACC0002156,2026-05-30 11:58:01.324148,139.81,USD,Healthcare,Withdrawal,FR
57f8dad7-5b37-465e-befa-bb8c9dc216fb,ACC0001918,2026-05-31 00:25:51.463563,24.18,USD,Online Retail,Deposit,NL
502eff96-96bf-4288-a94b-8b0fc6c87bd1,ACC0001722,2026-06-08 20:08:49.702189,37.27,USD,Fuel,Purchase,IN
028a45ed-56d5-489e-a2c2-71c8ca2e769e,ACC0002289,2026-06-10 10:05:11.162600,21.38,USD,Grocery,Purchase,NL
2b4893a6-ef5d-4f6d-9493-cb4b838e3010,ACC0000575,2026-07-05 16:14:00.312667,39.97,USD,ATM Withdrawal,Transfer,AE
c3a26bc9-b462-49fc-8a0e-367f2789d6de,ACC0002377,2026-05-18 19:15:23.380247,371.76,USD,Entertainment,Transfer,FR
7c4a0fa0-d8ee-48bd-a251-0941e91c6004,ACC0002543,2026-07-01 15:21:59.433127,142.96,USD,Entertainment,Withdrawal,SA
f191673a-efa9-4667-b6f6-76ad0935544a,ACC0000219,2026-06-29 09:55:45.759085,153.65,USD,Fuel,Deposit,GB
fdcc2bb2-8c3f-444c-a8ab-4f92407c5f5d,ACC0002744,2026-05-22 20:34:32.632370,9.98,USD,Grocery,Deposit,IN
cb578b7b-153c-4646-b86c-ade160ebe503,ACC0000222,2026-05-02 17:58:31.381645,13.72,USD,Electronics,Withdrawal,PK
204b43ba-8188-4f61-8da4-6a617753597b,ACC0002661,2026-07-15 13:13:47.085628,1.81,USD,Electronics,Purchase,FR
a1e600d6-a88c-44d5-a8d1-428a15effcb1,ACC0001190,2026-07-25 22:33:45.780494,20.67,USD,ATM Withdrawal,Withdrawal,IN
00a6b321-72ae-46c7-a2f7-aaf16013d7d7,ACC0000249,2026-06-25 16:04:09.477090,172.09,USD,Electronics,Purchase,SA
07832694-e821-4c55-96d2-7634b75aea4f,ACC0002873,2026-06-19 08:44:35.924938,101.53,USD,Restaurant,Transfer,CN
7f14eb3b-b226-4d38-95da-37d6f1566506,ACC0002302,2026-05-30 22:07:33.520040,41.85,USD,Healthcare,Transfer,GB
f2e405d9-c9f0-40a3-8cee-8923af32dcc9,ACC0002767,2026-05-18 12:35:25.145124,53.16,USD,Travel,Withdrawal,AE
1c8f56db-e1a7-4980-9842-5a6172e0657b,ACC0002945,2026-07-27 11:35:45.271783,23.89,USD,Grocery,Transfer,IN
c3368534-db56-458b-95d6-c6a6b92b0555,ACC0000469,2026-06-02 01:43:59.755060,69.81,USD,Electronics,Transfer,PK
e951f0d1-0ce2-4df7-8a39-4742bd41dfd4,ACC0002473,2026-05-26 02:37:02.978970,136.87,USD,Electronics,Purchase,CN
c3d8a63a-93bf-4f9c-9f80-a560a2485622,ACC0001012,2026-05-28 05:24:35.956545,7.85,USD,Restaurant,Deposit,US
91a21436-97e8-415c-80e4-a04b1e141cc8,ACC0000100,2026-06-29 13:12:09.656196,78.22,USD,Entertainment,Deposit,IN
8f727949-9454-43a7-830f-a55afed09c27,ACC0000227,2026-05-02 12:08:21.081326,167.16,USD,Electronics,Deposit,AE
edea44ee-5f52-45b8-9faa-e2f78c3a04f1,ACC0001981,2026-06-25 01:58:59.336602,33.18,USD,Travel,Withdrawal,DE
4e2eda8e-9c93-4c72-a87b-40d2f9ba5e2b,ACC0002509,2026-05-14 20:25:32.957273,126.58,USD,Healthcare,Purchase,SA
f3847b01-a0b3-454d-9778-3cb3a6aad7a5,ACC0001770,2026-05-31 11:47:33.715610,1599.72,USD,Travel,Transfer,PK
d646989b-1add-4e9f-86c7-a915d4748333,ACC0000580,2026-06-07 16:23:10.435760,48.17,USD,Restaurant,Transfer,GB
55b20e13-31ee-49b7-ac7c-e085b9599723,ACC0001950,2026-07-28 11:15:48.733952,87.53,USD,Healthcare,Withdrawal,AE
9e213ece-cfc8-4874-9d22-ffea64bd85fd,ACC0002734,2026-05-01 22:50:30.283145,22.52,USD,Electronics,Deposit,SA
8b537b5e-9516-412b-af66-eee84d303e37,ACC0001504,2026-07-26 10:43:51.565645,67.86,USD,Utilities,Deposit,NL
5892e7b2-729a-4eff-bc42-92d80b1ddc4a,ACC0002857,2026-06-18 22:11:20.452617,94.85,USD,Electronics,Deposit,IN
4383f3a8-d04c-427b-8a7a-002fb81f8259,ACC0001740,2026-06-13 00:18:52.473140,68.98,USD,Travel,Withdrawal,PK
cd6737ae-a334-414a-8c56-e3aba919b13f,ACC0001872,2026-05-20 23:16:18.553420,16.06,USD,Electronics,Deposit,SA
9e11282f-a591-462b-9cb1-242ad840cbd4,ACC0000045,2026-07-21 18:01:13.761883,69.94,USD,ATM Withdrawal,Purchase,AE
00e170b5-ebff-4ad8-a740-83ed72ae2835,ACC0002642,2026-05-11 16:44:45.899374,315.65,USD,ATM Withdrawal,Purchase,IN
7d26ccbd-3733-494b-bfff-f72b4ea445e5,ACC0001452,2026-06-23 11:39:45.672639,93.54,USD,Travel,Deposit,IN
fbe90312-4c88-4cbc-95ab-4aac55fcd2f6,ACC0001134,2026-07-15 07:33:46.851687,173.19,USD,Grocery,Withdrawal,GB
ef62db57-f2d7-4de0-84f3-54360952ac76,ACC0002050,2026-05-08 13:45:22.097324,41.08,USD,Entertainment,Withdrawal,DE
4ad43431-5194-4257-9417-8451dee8b664,ACC0002892,2026-05-19 11:49:09.640530,134.27,USD,Entertainment,Purchase,NL
561f44f4-2c18-45c6-9334-ee43c7bb6c29,ACC0000714,2026-07-28 03:16:56.926721,76.33,USD,Travel,Withdrawal,FR
aa1db061-e62e-433c-ae4d-0a83691e0d07,ACC0001882,2026-06-20 05:05:20.242939,17.44,USD,Travel,Withdrawal,AE
d3c3d428-0582-4eb7-bde3-60647dd44644,ACC0001613,2026-05-15 22:06:15.081753,80.02,USD,Electronics,Deposit,IN
54209f83-8128-46da-8526-895fde3fdfb5,ACC0001932,2026-05-14 03:58:24.820890,16.61,USD,ATM Withdrawal,Withdrawal,GB
34f3ed9b-82ce-4653-a2ca-79c378aff851,ACC0000530,2026-07-08 19:43:58.909992,25.55,USD,Online Retail,Withdrawal,SA
90a6ab7a-9b9d-43d1-9746-c6a01bf2fdef,ACC0002394,2026-07-04 22:42:53.491240,68.52,USD,ATM Withdrawal,Purchase,NL
6e92c11b-b80b-4f47-946a-9a82723bd38d,ACC0000184,2026-06-04 22:41:28.976811,78.0,USD,Grocery,Transfer,GB
1117c575-9e22-4616-8697-deadad42e1ad,ACC0000395,2026-06-05 14:40:28.863256,13.1,USD,Electronics,Deposit,IN
67636984-1599-440e-adfd-528623a17c39,ACC0001325,2026-07-06 11:02:47.436562,193.4,USD,Restaurant,Purchase,DE
6c4b0669-088a-4ef1-98d4-ca5cd8d89e2f,ACC0000712,2026-06-06 11:32:54.645553,108.46,USD,Fuel,Purchase,NL
707a6816-a92d-453f-b844-15e717768030,ACC0000253,2026-06-22 18:39:23.631557,23.44,USD,ATM Withdrawal,Purchase,AE
ace5f689-efa8-4afb-a852-10f0a7151a81,ACC0000153,2026-05-28 14:11:28.597765,8.63,USD,Electronics,Withdrawal,IN
5f4342f5-d104-4865-8164-fea12e611b3f,ACC0002484,2026-06-01 12:44:13.324052,45.88,USD,Grocery,Withdrawal,GB
186ea292-4ae3-4faa-9bfe-66b5b5c84832,ACC0000440,2026-05-09 08:27:34.131493,31.97,USD,Healthcare,Transfer,NL
8cc540f0-5c97-40d6-9a57-2f2230cedd90,ACC0002610,2026-07-18 11:21:24.170778,62.54,USD,ATM Withdrawal,Transfer,CN
132f18be-cd23-4160-b034-e6d1be6fd71d,ACC0000801,2026-07-25 06:23:48.576082,35.31,USD,Utilities,Deposit,IN
37e1cfd1-b064-45d0-8d68-292c0a97440a,ACC0002780,2026-07-07 09:39:59.352247,4.91,USD,Utilities,Transfer,DE
5ddc3527-3397-4f46-a7c0-1165dfbb2d8e,ACC0000663,2026-05-28 10:40:26.152417,34.26,USD,Fuel,Transfer,CN
366f2033-2864-4403-916d-fb22c22b5a4a,ACC0000352,2026-06-17 01:14:02.930729,37.84,USD,ATM Withdrawal,Purchase,PK
12ae0cfb-7192-415f-9276-34ce22a425dd,ACC0000833,2026-06-04 03:22:27.097403,116.79,USD,Grocery,Purchase,GB
cc130b94-53c8-4c3f-b65a-39af07fb3181,ACC0001472,2026-07-16 03:50:31.024764,23.62,USD,Fuel,Purchase,SA
e728c4ea-fc41-4a94-92bb-195f8c46f7f8,ACC0001395,2026-06-13 09:07:10.074081,409.28,USD,Travel,Deposit,CN
0f94995e-20af-47ea-96bb-ddb7e0fec4a4,ACC0000778,2026-06-10 14:20:01.813196,5.51,USD,Restaurant,Deposit,SA
b482ab0a-c975-4448-b506-de993e0ea014,ACC0002051,2026-07-13 04:44:19.480141,263.33,USD,Online Retail,Transfer,FR
5efeadda-339d-4582-8b99-4f4cf59f3b0f,ACC0000275,2026-06-09 07:06:16.276701,41.71,USD,Healthcare,Deposit,NL
1df68a2a-2dbb-4185-b962-cf65284b6283,ACC0000290,2026-07-21 23:55:35.493410,153.16,USD,ATM Withdrawal,Transfer,US
928f4790-08db-4321-af40-67031a54dfec,ACC0002118,2026-05-15 19:57:11.656871,60.09,USD,Utilities,Purchase,US
b474a5b2-2078-43db-a5b9-c0f5be5fa32e,ACC0002042,2026-05-25 19:14:26.131005,214.32,USD,Restaurant,Withdrawal,PK
c082a809-9535-4dce-8b2e-429cc39722fe,ACC0000092,2026-06-16 18:50:15.529105,34.3,USD,Restaurant,Withdrawal,AE
02829ead-e378-4dbe-ab98-ca7c170c5124,ACC0001599,2026-05-29 21:50:17.500191,14.61,USD,Online Retail,Transfer,US
604e6187-c9f9-4b93-a70d-0ec812a5dd81,ACC0001179,2026-06-10 14:33:58.078733,300.25,USD,Electronics,Transfer,CN
ae8ff9dd-309e-46cf-ba81-b6abdce41d5b,ACC0002120,2026-05-15 08:23:03.715721,47.65,USD,ATM Withdrawal,Withdrawal,CN
82634dbd-cd90-4c82-bd25-fba67fbfae86,ACC0001635,2026-07-20 12:00:23.164993,71.23,USD,ATM Withdrawal,Purchase,PK
00b721a8-cdfd-4a73-b2f3-dfc21e4c2126,ACC0002387,2026-06-03 08:19:23.224436,240.26,USD,Healthcare,Purchase,AE
ece26421-7c21-4884-bd25-f5b5d36c21d6,ACC0000132,2026-06-27 14:59:05.580560,15.83,USD,Online Retail,Withdrawal,NL
fcc75197-d027-423d-b0a3-1848c80ef023,ACC0000821,2026-07-26 12:39:14.717533,111.56,USD,Online Retail,Transfer,PK
25cc6040-9b45-46c0-b5e8-2071be01f59f,ACC0000836,2026-06-05 18:30:51.620108,26.9,USD,Entertainment,Purchase,FR
3832d573-34d8-4c52-85bf-f1574ff47c49,ACC0000965,2026-06-26 02:56:24.620329,46.59,USD,Healthcare,Purchase,US
d12752cb-f4cb-4c8a-a23e-40bf7917d81f,ACC0001416,2026-06-24 13:03:06.520530,59.55,USD,Electronics,Purchase,NL
70798443-9b4b-4026-9e06-252581781acc,ACC0002258,2026-05-12 07:35:43.196747,9.02,USD,Healthcare,Withdrawal,GB
66f2b038-3108-4147-8ce1-fb2086cebd1e,ACC0002962,2026-06-24 15:18:27.212030,21.44,USD,Grocery,Purchase,US
38437739-8b0f-4b72-b44f-06b4cf27f50f,ACC0002034,2026-07-28 17:55:30.256436,276.24,USD,Entertainment,Withdrawal,DE
60640fe8-a794-40eb-91a6-5bead76686d7,ACC0001767,2026-06-22 19:20:49.090619,158.13,USD,Healthcare,Transfer,AE
618ee8b3-d6f2-4db9-85f1-2e8cb7178871,ACC0000087,2026-07-04 17:43:09.806809,50.64,USD,Grocery,Transfer,PK
8c002aff-7462-4a07-af5d-7c6423461189,ACC0002188,2026-07-23 22:32:09.614276,73.09,USD,ATM Withdrawal,Purchase,NL
ea74c652-3b7e-482b-916d-b600fb2e1658,ACC0002263,2026-05-29 02:19:24.933327,38.36,USD,Healthcare,Deposit,PK
81324776-f309-4177-94e4-f75694258cf9,ACC0001545,2026-05-22 08:09:06.304841,278.08,USD,Travel,Deposit,NL
818018ad-af76-4ffa-b95b-96830947a3fc,ACC0002250,2026-06-20 01:58:51.601315,42.93,USD,Travel,Deposit,US
b42e8c29-9f26-4b65-bd91-18fe94313335,ACC0000483,2026-06-11 07:36:46.717927,72.11,USD,ATM Withdrawal,Withdrawal,FR
1d70286d-afd1-410d-895c-92416c6a82c7,ACC0000793,2026-05-08 00:46:02.040383,215.99,USD,Online Retail,Purchase,NL
0f4315c2-00ef-42a6-a8c9-87fb25c054a9,ACC0000975,2026-06-02 04:07:08.013241,21.48,USD,Restaurant,Purchase,US
d9fea876-6d9a-4950-b029-e941f285b2d0,ACC0000930,2026-07-05 17:05:05.755199,354.44,USD,Fuel,Purchase,CN
50b5ea13-990d-4e13-855b-80ec57c34285,ACC0000061,2026-07-18 08:40:00.048225,8.7,USD,Restaurant,Purchase,PK
6623330c-e5c8-4679-a84e-a6891cb804fb,ACC0000232,2026-06-27 17:10:13.364825,385.9,USD,Travel,Transfer,IN
e5ac615f-6cb0-4df4-a533-672c61a75a79,ACC0001157,2026-06-18 12:43:25.027099,34.91,USD,Grocery,Withdrawal,FR
2b5055d4-11c2-4e14-b392-5fb23a7f9ce5,ACC0002467,2026-07-16 13:18:23.006371,40.8,USD,Restaurant,Transfer,AE
7ca9ee8e-0a53-49a6-bae5-747669a4a357,ACC0002482,2026-07-15 08:56:49.890327,5.65,USD,Fuel,Purchase,IN
eaecf598-380d-4796-9090-910bd105b939,ACC0002689,2026-05-14 08:51:32.232028,31.63,USD,Electronics,Withdrawal,US
514b49cb-ddd2-4d0c-81e9-db6f010e4174,ACC0002226,2026-06-02 01:27:31.164301,15.68,USD,Restaurant,Withdrawal,IN
bd9658df-28e2-409f-941f-13f67bb896c0,ACC0000902,2026-07-17 13:31:26.932059,26.33,USD,Healthcare,Withdrawal,AE
49e3d6ec-bb2f-459a-af1b-0cb3636d99b9,ACC0002258,2026-05-15 14:44:07.685686,46.3,USD,Utilities,Withdrawal,DE
51b8e14d-2c8c-4999-b9d8-8cd7f3cf4bcc,ACC0001306,2026-07-23 04:30:14.539847,172.32,USD,Entertainment,Purchase,CN
e9f995cb-2711-4b25-90f2-f69166a02fb5,ACC0000221,2026-07-21 18:28:22.083510,70.04,USD,Online Retail,Deposit,NL
3e7232c1-fe48-40e7-b765-e31b245622d3,ACC0001145,2026-05-28 21:21:50.392991,78.98,USD,Electronics,Transfer,DE
c1010a8d-4f4d-432a-9364-36af2a329779,ACC0002133,2026-05-26 05:07:14.376163,14.66,USD,Restaurant,Transfer,AE
ead37c1d-3fa9-4dec-9443-230e31f59fbb,ACC0000502,2026-07-19 08:16:56.436299,18.97,USD,Online Retail,Purchase,GB
9fcf6b70-81f1-4498-ae00-e298ecba8500,ACC0000962,2026-05-18 11:24:55.538398,472.7,USD,Healthcare,Purchase,IN
0fea58c1-53fc-4d80-ab46-3753e51d0885,ACC0000087,2026-06-10 08:25:39.473846,22.6,USD,Healthcare,Withdrawal,PK
5a56e5ad-b670-4afd-b7e3-b1bea2f9d91f,ACC0001138,2026-05-21 21:34:52.245498,398.4,USD,ATM Withdrawal,Withdrawal,NL
69257963-accd-4045-b642-839fa80badda,ACC0000346,2026-06-23 03:17:51.122345,40.79,USD,Grocery,Deposit,AE
4bfa4cc8-ef5b-4d41-b584-d270c1e1811c,ACC0002028,2026-07-27 22:03:37.837740,54.75,USD,Grocery,Deposit,NL
0fc3d79a-9208-47f1-a83d-041813873642,ACC0001818,2026-07-10 13:16:02.658098,197.24,USD,Grocery,Transfer,DE
cd5961de-cbf8-4513-b5f3-bb2bd4093ddd,ACC0001553,2026-07-26 09:32:20.914834,251.21,USD,Travel,Purchase,NL
1d379ee8-2174-4667-b967-77e72ca9e418,ACC0002705,2026-06-13 20:44:38.366657,47.8,USD,Utilities,Withdrawal,PK
ac8de26f-19af-4b97-80ac-09934b566e56,ACC0000106,2026-05-09 20:22:46.138559,34.26,USD,ATM Withdrawal,Withdrawal,FR
8d30de84-8a2a-4b37-a799-ae6dea485a87,ACC0002420,2026-06-23 04:56:03.844665,51.05,USD,Restaurant,Withdrawal,PK
